v_dot_hat,omega_dot_hat,v_dot_measured,omega_dot_measured
0.838874,-0.568435,1.192150,6.806708
0.987251,0.082477,1.363207,4.810234
1.279491,0.061404,1.714400,1.058496
1.615746,-0.602335,2.132760,-2.952343
1.880520,-1.627466,2.450228,-5.717013
1.972268,-2.587509,2.520372,-6.180433
1.856032,-3.085403,2.321588,-4.161171
1.609487,-2.970714,1.988088,-0.739884
1.385151,-2.446157,1.709340,2.096189
1.300001,-1.912799,1.597279,2.808565
1.370188,-1.716362,1.649886,1.251804
1.526126,-1.991358,1.780477,-1.544005
1.650069,-2.604323,1.852136,-3.969712
1.626043,-3.201368,1.745347,-4.506858
1.403646,-3.370530,1.445132,-2.463851
1.043937,-2.887972,1.059361,1.419547
0.690115,-1.864902,0.730833,5.279246
0.479914,-0.648824,0.552401,7.360641
0.486537,0.351108,0.562453,6.813331
0.692252,0.813993,0.750649,3.934265
0.996730,0.647721,1.045657,0.064187
1.270951,0.029715,1.327021,-3.111504
1.411213,-0.685901,1.476069,-4.330127
1.378524,-1.134360,1.446191,-3.236602
1.223370,-1.123003,1.297079,-0.615885
1.064724,-0.741922,1.151370,1.891798
1.016884,-0.302412,1.114025,2.739418
1.123522,-0.155046,1.223729,1.360058
1.341272,-0.507893,1.438282,-1.622251
1.563289,-1.318525,1.639774,-4.770942
1.662505,-2.296992,1.682236,-6.469247
1.548154,-3.011237,1.486516,-5.581879
1.228031,-3.096885,1.112773,-2.177108
0.821572,-2.492446,0.714353,2.213149
0.484864,-1.459776,0.419947,5.576868
0.327845,-0.398442,0.288871,6.630629
0.381305,0.323456,0.328630,5.155890
0.582853,0.512900,0.492753,2.054507
0.809359,0.237556,0.685468,-1.054089
0.942166,-0.216532,0.802052,-2.648603
0.922820,-0.497629,0.789233,-2.037002
0.780675,-0.372641,0.678497,0.312139
0.620805,0.140339,0.562416,2.954915
0.564487,0.780982,0.537575,4.254144
0.680002,1.182027,0.662050,3.267745
0.946677,1.055518,0.930777,0.238521
1.269529,0.343304,1.261484,-3.574496
1.522583,-0.751139,1.510949,-6.548056
1.592661,-1.839845,1.542871,-7.320756
1.431403,-2.497668,1.325786,-5.350577
1.100958,-2.481244,0.968393,-1.449042
0.748764,-1.887301,0.631406,2.460160
0.512890,-1.061479,0.419330,4.622661
0.457422,-0.388444,0.361693,4.354239
0.557829,-0.126645,0.429015,2.132456
0.714978,-0.297007,0.539768,-0.652077
0.807865,-0.679810,0.593235,-2.383282
0.755631,-0.929985,0.527739,-2.015049
0.562226,-0.763424,0.362015,0.368321
1.976269,-0.727706,3.291377,-0.050378
3.237795,-1.174629,5.429451,0.007095
4.169653,-1.529702,4.482119,-0.327963
4.539423,-1.532303,4.725554,0.553727
4.581523,-1.526516,4.740366,-0.261178
4.267699,-1.195620,4.489001,1.026375
4.221623,-1.271940,4.442718,-1.013232
4.144235,-1.021436,4.360418,1.140138
4.700636,-1.483843,4.765581,-2.079072
4.900166,-1.458021,4.894440,0.299774
5.322830,-1.303755,5.182674,1.716637
5.607618,-1.660366,5.398551,-2.048210
4.920002,-1.268677,4.891158,0.498060
4.401001,-0.973322,4.497527,0.314778
3.941643,-0.388145,4.137444,2.481695
4.210466,-0.482649,4.321655,-0.290746
4.618849,-0.804988,4.321655,-0.290746
5.319674,-1.228377,5.128767,-1.409132
6.252657,-1.692375,5.830775,-1.148021
7.123267,-1.424664,6.453261,3.480710
8.299252,-2.462417,7.332798,-4.347345
7.821779,-2.066555,7.006292,0.937586
7.837346,-1.830578,7.043716,1.114688
7.926655,-1.637835,7.138713,1.023862
8.282090,-1.720504,7.430904,-0.135417
8.784029,-2.135276,7.828017,-1.955527
9.134784,-2.708526,8.102677,-3.360963
9.056807,-3.110600,8.046437,-3.310232
8.470860,-3.019426,7.612158,-1.356738
7.579267,-2.310423,6.967435,1.972819
6.791170,-1.169266,6.416285,5.164442
6.499847,-0.022818,6.233758,6.467289
6.857904,0.686287,6.527583,5.139333
7.722894,0.718099,7.207884,1.922292
8.767073,0.117729,8.043981,-1.700383
9.620808,-0.839129,8.750404,-4.405052
9.997969,-1.773692,9.090046,-5.408868
9.806633,-2.355688,8.981766,-4.568650
9.203454,-2.442519,8.550302,-2.441347
8.529867,-2.150338,8.063130,-0.197672
8.127790,-1.797008,7.776685,0.856275
8.134795,-1.719936,7.786600,0.070515
8.401254,-2.073893,7.975504,-2.065460
8.581914,-2.734723,8.084201,-4.206093
8.331238,-3.342267,7.863482,-4.856949
7.505499,-3.446850,7.232642,-3.027630
6.288072,-2.742666,6.354982,1.150521
5.136313,-1.322048,5.557382,5.940669
4.505627,0.299967,5.126145,8.653192
4.540495,1.527840,5.138840,7.841215
5.048170,2.049572,5.474271,4.486403
5.716125,1.902691,5.936945,0.603231
6.260966,1.360777,6.335091,-2.231153
6.481280,0.797711,6.520223,-3.172203
6.326144,0.540495,6.448130,-2.134986
5.941824,0.719572,6.216088,0.103750
5.610192,1.185907,6.015384,2.079475
5.584055,1.584497,6.017785,2.396915
5.934947,1.565230,6.276248,0.640829
6.518626,0.979722,6.696034,-2.433857
7.045049,-0.052848,7.070444,-5.462905
7.195228,-1.194318,7.164452,-7.069703
6.768609,-1.990236,6.838366,-6.237930
5.826574,-2.031574,6.156684,-2.741715
4.724526,-1.204575,5.382229,2.262857
3.927670,0.136182,4.820292,6.266318
3.694102,1.375014,4.624242,7.126918
3.935393,2.075591,4.737018,4.995777
4.381279,2.170791,4.994705,1.712921
4.769434,1.873909,5.231328,-0.917204
4.913826,1.539140,5.321898,-1.776806
4.760455,1.508633,5.227024,-0.583417
4.431625,1.939612,5.024253,1.928168
4.175112,2.692629,4.871270,4.179215
4.219552,3.394664,4.914503,4.636438
4.648365,3.655048,5.215157,2.825245
5.376001,3.268114,5.729600,-0.542781
6.187325,2.288171,6.317017,-4.197814
6.794902,0.988640,6.766617,-6.874539
6.936092,-0.232622,6.876801,-7.587696
6.510624,-0.970049,6.574606,-5.874588
5.681455,-0.970913,5.988347,-2.176451
4.828256,-0.315915,5.388925,1.904052
4.323176,0.566814,5.020935,4.233882
4.286538,1.182201,4.956534,3.761753
4.553182,1.293660,5.089739,1.353034
4.837817,1.001578,5.238719,-1.167021
4.895974,0.632702,5.245221,-2.222845
4.623212,0.578361,5.044423,-1.035688
8.005926,-3.233634,7.530486,-4.056956
8.714105,-4.336803,8.017434,-6.298037
8.557244,-5.107880,7.836032,-6.324198
7.621275,-5.133648,7.070413,-3.292962
6.466108,-4.493485,6.174429,0.835365
5.630341,-3.567106,5.542426,3.900174
5.394085,-2.828136,5.347165,4.315286
5.641927,-2.554163,5.485815,2.300122
6.004821,-2.695081,5.695908,-0.378704
6.126010,-2.953139,5.733945,-1.839202
5.845626,-2.966401,5.502005,-1.102636
5.266634,-2.513008,5.086873,1.531408
4.696186,-1.663829,4.700248,4.496738
4.456572,-0.760664,4.544848,5.774125
4.684301,-0.209250,4.699654,4.357509
5.282674,-0.262237,5.099969,0.864698
6.006358,-0.924593,5.580370,-3.222677
6.551353,-1.970940,5.924014,-6.417470
6.646933,-3.024716,5.937711,-7.561198
6.185177,-3.676769,5.561705,-6.044706
5.326265,-3.661948,4.934596,-2.263708
4.453311,-3.057518,4.322749,1.978682
3.926942,-2.281244,3.940896,4.220390
3.826082,-1.776756,3.817734,3.408023
3.955707,-1.719757,3.827082,0.726795
4.052474,-1.994956,3.810490,-1.805529
3.921718,-2.294106,3.657112,-2.560226
3.507929,-2.251451,3.346756,-0.781948
2.938150,-1.654819,2.965877,2.885767
2.452380,-0.610014,2.657829,6.451105
2.240237,0.537633,2.531658,7.928820
2.354750,1.411176,2.613195,6.659508
2.741801,1.742315,2.861834,3.283330
3.270791,1.468094,3.194606,-0.834072
3.758298,0.755056,3.499178,-4.208111
4.019613,-0.076164,3.661006,-5.697572
3.956015,-0.677923,3.620524,-4.827058
3.633151,-0.829277,3.422454,-2.126532
3.261061,-0.569460,3.195398,0.828074
3.054480,-0.181406,3.063354,2.243437
3.092664,-0.000378,3.067538,1.366049
3.298361,-0.219707,3.158144,-1.157937
3.498273,-0.805621,3.230641,-3.873203
3.499902,-1.505684,3.174105,-5.183939
3.191590,-1.936014,2.933239,-3.954868
2.634987,-1.769540,2.555449,-0.246104
2.049432,-0.971333,2.172738,4.283615
1.658782,0.171348,1.920380,7.368371
1.563809,1.260897,1.863920,7.765530
1.751847,1.962277,1.990599,5.607078
2.129362,2.113286,2.233047,2.025646
2.546988,1.787784,2.498140,-1.406398
2.847021,1.247685,2.694377,-3.350917
2.927603,0.816857,2.764355,-3.157578
2.806069,0.727408,2.720538,-1.165609
2.622484,0.991431,2.645428,1.303768
2.554192,1.387912,2.639260,2.606260
2.705445,1.595721,2.756629,1.804423
3.057343,1.372263,2.980506,-0.846565
3.478778,0.672752,3.229118,-4.197773
3.768100,-0.325721,3.379188,-6.759272
3.734425,-1.275527,3.319305,-7.170609
3.318152,-1.770123,3.026971,-4.740889
2.671502,-1.557348,2.604665,-0.183648
2.079440,-0.751776,2.221116,4.281883
1.751858,0.251798,2.000241,6.494706
1.723166,1.063555,1.966180,5.918721
1.917032,1.449292,2.071410,3.368118
2.198309,1.392641,2.231600,0.314583
2.412102,1.089761,2.355816,-1.721414
2.447755,0.848465,2.383028,-1.778032
2.301883,0.931693,2.315940,0.110609
2.092524,1.402934,2.226383,2.792021
1.990437,2.076406,2.212418,4.561461
2.118445,2.619289,2.338185,4.212029
2.496765,2.725152,2.606205,1.688571
3.040556,2.260460,2.961978,-2.059155
3.578972,1.321155,3.301738,-5.635269
3.899297,0.190782,3.493641,-7.684966
3.839919,-0.750541,3.440785,-7.245514
3.407599,-1.158414,3.158068,-4.224908
2.814201,-0.922290,2.781841,0.089979
2.344710,-0.277972,2.480175,3.433694
2.154642,0.367866,2.341571,4.243761
2.214453,0.707870,2.348213,2.694819
2.392358,0.650224,2.422201,0.082675
2.523055,0.330624,2.467774,-1.988783
2.471620,0.048113,2.410776,-2.219095
2.209970,0.118949,2.241551,-0.210935
11.540362,-6.686132,10.189774,-19.754634
10.649783,-8.821655,9.262699,-17.712972
8.036897,-9.107050,7.089777,-10.204731
5.447638,-8.059715,5.101428,-1.342397
3.476345,-6.108194,3.706850,7.142845
2.619351,-4.265901,3.092389,10.899208
2.680729,-3.254080,3.024493,8.253118
2.953419,-2.955960,3.067851,3.420355
3.013373,-2.955175,2.990309,0.259722
2.799865,-2.905435,2.765250,-0.286482
2.373803,-2.537162,2.435704,1.619241
1.904159,-1.794417,2.102653,4.637461
1.587505,-0.878027,1.879824,6.707978
1.530150,-0.096637,1.827992,6.473869
1.730525,0.276311,1.937204,3.839363
2.096677,0.106954,2.139408,-0.242253
2.465130,-0.530341,2.329385,-4.238745
2.649488,-1.374742,2.396142,-6.621599
2.524484,-2.071663,2.271379,-6.363168
2.116413,-2.321101,1.975774,-3.518837
1.605975,-2.058702,1.612770,0.413348
1.198141,-1.496860,1.302101,3.310980
0.991786,-0.950721,1.111639,3.947369
0.972283,-0.666199,1.039473,2.429006
1.045309,-0.721647,1.027058,-0.123801
1.077503,-0.992796,0.991086,-2.108070
0.963055,-1.212086,0.865852,-2.208611
0.684635,-1.105480,0.636913,-0.091192
0.326363,-0.551786,0.357752,3.339175
0.025007,0.345189,0.135042,6.445742
-0.093078,1.307130,0.076069,7.686423
0.036627,1.995904,0.218200,6.286810
0.379469,2.165606,0.500954,2.699928
0.811136,1.796527,0.814938,-1.545059
1.177237,1.092657,1.063414,-4.729476
1.354549,0.365521,1.183582,-5.718028
1.304627,-0.100976,1.160564,-4.334260
1.102831,-0.176338,1.041762,-1.510056
0.896583,0.048889,0.917400,1.087128
0.812863,0.323678,0.866130,2.003532
0.891480,0.384527,0.908603,0.799736
1.072596,0.096668,1.001159,-1.796668
1.226789,-0.473031,1.063521,-4.296754
1.219283,-1.079413,1.018691,-5.158341
0.988247,-1.403363,0.830133,-3.540885
0.591553,-1.217872,0.526792,0.114772
0.172726,-0.528297,0.202008,4.241020
-0.120464,0.438279,-0.022024,7.082934
-0.189357,1.348083,-0.055280,7.486695
-0.017308,1.894501,0.102612,5.325886
0.314200,1.938453,0.364343,1.664504
0.662961,1.577188,0.620035,-1.763937
0.896720,1.073056,0.791369,-3.506612
0.950819,0.712176,0.849259,-3.017313
0.859895,0.667286,0.821822,-0.862541
0.741110,0.909479,0.784324,1.514595
0.724827,1.225573,0.815642,2.558235
0.880551,1.337460,0.947940,1.469523
1.180712,1.053145,1.149581,-1.390781
1.508976,0.370700,1.343594,-4.739993
1.705250,-0.515086,1.438686,-6.982933
1.641189,-1.282910,1.366931,-6.840573
1.306426,-1.611562,1.123972,-4.012017
0.832885,-1.360963,0.782425,0.364788
0.406258,-0.666271,0.459750,4.292345
0.157899,0.168070,0.261033,6.209461
0.134281,0.824736,0.231912,5.596618
0.293550,1.102162,0.337107,3.058470
0.520820,1.002292,0.487168,0.058860
0.683116,0.719326,0.593364,-1.812798
0.697240,0.528578,0.608289,-1.634741
0.574317,0.638663,0.545362,0.397774
0.415067,1.073693,0.475536,3.041384
0.353141,1.653114,0.488732,4.653585
0.483344,2.080417,0.635458,4.083625
0.813163,2.092229,0.895934,1.296237
1.255308,1.598745,1.198096,-2.633262
1.658608,0.727313,1.449967,-6.127367
1.860983,-0.238839,1.563376,-7.755091
1.767146,-0.964639,1.489683,-6.719045
1.422794,-1.200923,1.257417,-3.369260
1.000342,-0.933638,0.966496,0.669258
0.680077,-0.390514,0.730809,3.449012
0.551240,0.117614,0.616901,3.928466
0.601173,0.353580,0.620346,2.299466
0.735644,0.256995,0.677494,-0.244388
0.823821,-0.032542,0.704582,-2.105142
0.765492,-0.248598,0.640966,-2.058698
0.549842,-0.138942,0.481171,0.099230
11.463478,-6.961095,10.189774,-19.754634
11.377819,-9.629115,9.821535,-21.500807
11.150390,-13.520073,9.075561,-28.427760
5.540207,-11.574625,4.858806,-8.059683
1.800482,-7.500011,2.634243,12.220068
0.823357,-4.462922,1.764929,19.190773
1.398327,-3.712739,1.821274,9.649742
1.396846,-3.222280,1.603807,4.776154
1.221206,-2.922021,1.317640,2.049357
0.891297,-2.559163,0.960302,1.762373
0.454416,-1.948866,0.538915,3.589915
0.021848,-1.102613,0.116960,6.080078
-0.299869,-0.176507,-0.211150,7.753485
-0.419507,0.576592,-0.353283,7.373831
-0.317934,0.932641,-0.297836,4.661035
-0.067164,0.799774,-0.126296,0.405037
0.181456,0.298348,0.033156,-3.633508
0.284139,-0.312375,0.079661,-5.807012
0.168211,-0.745290,-0.039085,-5.305944
-0.132053,-0.810843,-0.315136,-2.624159
-0.508237,-0.494813,-0.680850,0.809237
-0.834356,0.038611,-1.023887,3.386702
-1.018503,0.539406,-1.238864,4.071640
-1.035295,0.792212,-1.288372,2.720011
-0.947889,0.733148,-1.233308,0.231380
-0.878523,0.488262,-1.192094,-1.830187
-0.935813,0.302213,-1.269495,-2.110294
-1.152652,0.404827,-1.504648,-0.257663
-1.474840,0.894689,-1.846925,2.979925
-1.782973,1.681952,-2.156108,6.196025
-1.930852,2.511179,-2.255221,7.873184
-1.810799,3.053690,-2.044696,6.898497
-1.437014,3.067720,-1.600603,3.264923
-0.965065,2.572075,-1.126336,-1.438199
-0.586731,1.831909,-0.786739,-4.935889
-0.408114,1.152801,-0.631512,-5.934447
-0.434810,0.750137,-0.641094,-4.482090
-0.590140,0.689948,-0.751535,-1.668056
-0.749524,0.866266,-0.864438,0.891128
-0.801128,1.056604,-0.889844,1.820935
-0.701910,1.039177,-0.800505,0.631912
-0.504981,0.719877,-0.649433,-1.981024
-0.332647,0.189043,-0.531449,-4.468909
-0.306935,-0.326937,-0.531606,-5.280681
-0.482472,-0.573840,-0.694581,-3.700317
-0.819465,-0.389565,-1.004609,-0.210592
-1.205769,0.208357,-1.371204,3.809793
-1.502047,1.024021,-1.646531,6.783102
-1.587535,1.761404,-1.695102,7.487426
-1.418952,2.145240,-1.490867,5.529486
-1.074894,2.064693,-1.146973,1.791163
-0.718124,1.646356,-0.824573,-1.826456
-0.489016,1.154580,-0.623686,-3.641799
-0.438175,0.832197,-0.562345,-3.123569
-0.522063,0.797305,-0.596853,-0.935761
-0.629675,0.994584,-0.639723,1.453501
-0.640286,1.225478,-0.601743,2.506833
-0.487739,1.251237,-0.448316,1.384941
-0.202069,0.927853,-0.222921,-1.559711
0.100906,0.292592,-0.014558,-4.938542
0.276621,-0.455231,0.089374,-7.064461
0.223375,-1.043261,0.031094,-6.752991
-0.060114,-1.238584,-0.198730,-3.926117
-0.471247,-0.966056,-0.546441,0.247104
-0.865051,-0.349864,-0.902414,4.036918
-1.115986,0.355691,-1.140096,6.030057
-1.155772,0.880324,-1.182370,5.594963
-1.007557,1.057250,-1.055785,3.150110
-0.784975,0.910010,-0.871084,0.117818
-0.626982,0.632672,-0.743044,-1.805175
-0.615534,0.467371,-0.728633,-1.646785
-0.737973,0.573992,-0.811077,0.375142
-0.899250,0.948288,-0.907894,3.035372
-0.970105,1.418205,-0.909366,4.720768
-0.852521,1.720598,-0.749256,4.198167
-0.539313,1.635722,-0.457288,1.316531
-0.128264,1.120514,-0.134517,-2.775010
0.228477,0.331664,0.115041,-6.294304
0.393987,-0.464149,0.219125,-7.753878
0.304853,-0.998474,0.146315,-6.527741
0.010506,-1.110217,-0.078596,-3.200574
-0.353009,-0.828324,-0.372732,0.640494
-0.642531,-0.350107,-0.626003,3.307127
-0.769268,0.068721,-0.754191,3.825795
-0.727821,0.236550,-0.746379,2.274091
-0.600106,0.120920,-0.670352,-0.234744
-0.512419,-0.136389,-0.625457,-2.085676
-0.562072,-0.301530,-0.685835,-2.050742
-0.763354,-0.175912,-0.865398,0.044159
1.389454,-0.340239,2.586136,-0.039670
1.384085,-0.307899,2.558441,0.038466
1.378655,-0.279221,2.535226,0.002001
1.373178,-0.251086,2.512566,0.000003
1.367665,-0.223305,2.490114,-0.000012
1.362127,-0.195872,2.467863,-0.000007
1.356573,-0.168780,2.445810,-0.000007
-2.458028,1.936502,-4.509877,0.108170
-2.450106,1.869418,-4.456775,-0.102853
-2.442118,1.812073,-4.415765,-0.007163
-2.434126,1.756261,-4.376249,-0.000296
-2.426008,1.701344,-4.337142,0.000003
-2.417665,1.647261,-4.298385,0.000012
-2.409151,1.593981,-4.259976,0.000012
-4.780907,2.853914,-4.259976,0.000012
-4.761170,2.737395,-5.121495,-0.255017
-4.740709,2.589209,-5.096337,-0.596123
-4.719079,2.525983,-5.077798,0.307050
-4.697458,2.398988,-5.050681,-0.392034
-4.674244,2.408313,-5.033309,1.070115
-4.650052,2.144623,-5.003035,-1.799663
-4.885751,2.187499,-5.171384,-0.142287
-4.860911,2.186265,-5.153047,0.938334
-4.834980,2.259259,-5.139631,1.736723
-4.811858,1.968670,-5.101069,-2.180049
-4.786119,1.915070,-5.076615,0.352707
-4.757428,1.787028,-5.076615,0.352707
-4.732630,1.916887,-5.037899,2.218307
3.641225,-2.644698,2.166711,-1.218170
3.655597,-2.573132,7.523900,-0.190337
3.672147,-2.471524,8.252112,0.091782
3.651192,-2.374371,4.438872,0.072054
3.667339,-2.278786,8.919678,0.069232
3.676013,-2.230397,8.450511,-0.392257
3.681731,-2.109985,8.435810,0.372724
4.720534,-2.558648,5.123040,-0.050480
4.694059,-2.380335,5.096175,0.911246
4.664814,-2.476818,5.088999,-1.908729
4.638594,-2.199322,5.054510,1.961993
4.607756,-2.412650,5.054510,1.961993
4.584040,-2.008973,5.002064,3.341899
4.551567,-2.157868,5.002064,3.341899
1.242950,-0.170794,2.522316,3.809383
1.218994,-0.252953,2.780962,-1.492873
1.211225,-0.242087,2.143298,-0.116501
1.203827,-0.225991,2.129898,-0.051469
1.196465,-0.205595,2.111430,-0.003591
1.189142,-0.185128,2.092592,-0.000172
1.181865,-0.164898,2.073894,-0.000012
2.489956,-0.753964,4.375473,-0.036075
2.475997,-0.706901,4.332098,0.034278
2.461897,-0.663508,4.292990,0.002385
2.447705,-0.620930,4.254610,0.000093
2.433466,-0.578937,4.216590,-0.000009
2.419219,-0.537502,4.178912,-0.000012
2.404999,-0.496609,4.141570,-0.000012
0.393468,0.463126,0.594546,0.054759
0.391176,0.462461,0.595683,-0.052006
0.388904,0.466327,0.590968,-0.003704
0.386652,0.470468,0.585717,-0.000165
0.384418,0.474565,0.580484,-0.000006
0.382202,0.478604,0.575297,-0.000002
0.380005,0.482585,0.570156,-0.000002
4.583055,-1.436665,4.877644,0.112804
4.552884,-1.323933,4.877644,0.112804
4.524642,-1.310429,4.830500,-0.554317
4.494452,-1.292498,4.811753,-0.541902
4.465361,-1.143062,4.781972,0.850027
4.434617,-1.122095,4.761534,-0.499688
-11.777780,7.968715,-10.233165,19.060572
-11.674538,10.083004,-9.893684,20.645890
-11.517669,13.235464,-9.266743,27.547781
-11.228657,18.498497,-9.266743,27.547781
-10.517052,26.809588,-9.266743,27.547781
-9.115881,32.081096,-9.266743,27.547781
-8.086104,34.691568,-9.266743,27.547781
-8.020798,35.853915,-9.266743,27.547781
-8.685574,8.381594,-9.266743,27.547781
-8.793402,5.420142,-9.266743,27.547781
-6.976260,5.966089,0.839135,6.498152
-5.753322,5.917830,0.364877,2.158036
-4.886662,5.642254,0.015220,0.295409
-4.247577,5.160586,-0.283696,-1.488496
-3.757432,4.475664,-0.526460,-3.295694
-3.365830,3.577332,-0.689019,-5.201993
-3.081766,2.429949,-1.157536,-7.386973
-2.733568,1.050849,0.191780,-9.447619
-2.401650,1.515564,1.235158,3.934923
-1.993981,3.117542,3.535173,13.246492
-1.710855,5.653346,2.645521,22.297095
-1.432937,7.762466,2.601675,20.018191
-1.316122,9.295002,0.028524,15.731530
-1.170810,9.445214,0.816050,3.913974
-1.111485,8.859129,0.025813,-2.705226
-1.187928,7.383512,-2.079895,-11.027666
-1.225698,5.866349,-1.589885,-11.820533
-1.243181,4.373277,-1.668107,-11.840083
-1.236642,2.896935,-1.676988,-11.800839
-1.174385,1.558308,-0.665464,-10.701992
-1.122729,1.011326,-0.446843,-4.211321
0.063719,0.824724,0.000033,-0.000244
0.063617,0.822520,0.000002,0.000234
0.063515,0.820304,-0.000000,0.000010
0.063413,0.818098,-0.000000,-0.000000
0.063312,0.815901,0.000000,-0.000000
0.063210,0.813714,0.000000,-0.000000
0.063109,0.811536,0.000000,-0.000000
0.063008,0.809368,0.000000,-0.000000
0.062908,0.807209,0.000000,0.000000
0.062807,0.805060,0.000000,0.000000
0.062707,0.802920,0.000000,-0.000000
0.062607,0.800789,0.000000,-0.000000
11.828662,-7.548920,10.142352,-22.750387
11.718299,-9.604639,9.741077,-22.411287
11.499502,-12.449099,9.741077,-22.411287
10.948884,-17.353023,9.741077,-22.411287
9.483294,-24.677758,9.741077,-22.411287
6.597573,-30.461836,9.741077,-22.411287
3.164431,-34.508107,9.741077,-22.411287
1.842389,-36.318478,9.741077,-22.411287
3.934649,-9.764915,9.741077,-22.411287
3.923228,-8.086023,9.741077,-22.411287
3.664289,-8.361620,-0.721382,-5.310182
3.419328,-8.118015,-0.158582,-0.955093
3.193780,-7.721459,0.070849,0.494652
2.978370,-7.232773,0.302636,1.498626
2.763963,-6.579650,0.520576,3.143685
2.541422,-5.753752,0.690152,4.877464
2.304090,-4.724722,0.746547,6.855007
1.987245,-4.459541,-1.870230,0.763681
1.763511,-5.676376,-1.499513,-11.969121
1.615192,-6.523420,-1.170108,-9.379364
1.514463,-7.135849,-0.968195,-7.666275
1.447268,-7.607942,-0.858458,-6.626229
1.407621,-8.005612,-0.827076,-6.096472
1.395445,-8.383871,-0.868320,-6.036922
1.416198,-8.792320,-0.982310,-6.443360
0.042942,0.535760,0.000033,-0.000244
0.042877,0.534456,0.000002,0.000234
0.042811,0.533141,-0.000000,0.000010
0.042746,0.531829,-0.000000,-0.000000
0.042681,0.530523,0.000000,-0.000000
0.042616,0.529221,0.000000,-0.000000
0.042551,0.527925,0.000000,-0.000000
0.042486,0.526634,0.000000,-0.000000
0.042422,0.525348,0.000000,0.000000
0.042357,0.524067,0.000000,0.000000
0.042293,0.522791,0.000000,-0.000000
