time,x,z,x_dot,z_dot,raw_pitch_rad,raw_pitch_deg,raw_pitch_dot,pitch_rad,pitch_deg,pitch_dot,pitch_ref_rad,pitch_ref_deg,tau_cmd,ctrl_cmd,solve_success,omega_dot_raw,omega_dot_filtered,omega_dot_rls,rls_error,rls_skipped,a_g,a_tau,a_omega,a_v,a_0,a_g_nom,a_tau_nom
16.61199999999732,3.078138979768992,0.27734128062408303,-0.0064092116672037356,-9.8489233180337e-08,-1.603542366074023,-91.87620984646355,2.0242734552106224e-07,1.603542366074023,91.87620984646355,-2.0242734552106224e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.61299999999732,3.0781325705575084,0.27734128052512363,-0.006409211257237938,-9.935122589561961e-08,-1.6035423658803436,-91.87620983536655,1.855350723236148e-07,1.6035423658803436,91.87620983536655,-1.855350723236148e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.613999999997322,3.078126161346566,0.27734128042552925,-0.006409210582454222,-9.976697023315895e-08,-1.603542365701791,-91.87620982513624,1.7213025064628233e-07,1.603542365701791,91.87620982513624,-1.7213025064628233e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.614999999997323,3.078119752136434,0.2773412803257235,-0.0064092096355152905,-9.978101970562315e-08,-1.6035423655350038,-91.87620981558004,1.6196530989788586e-07,1.6035423655350038,91.87620981558004,-1.6196530989788586e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.615999999997324,3.0781133429273875,0.2773412802260872,-0.006409208411771972,-9.943489943850352e-08,-1.6035423653768563,-91.87620980651886,1.5481444882109977e-07,1.6035423653768563,91.87620980651886,-1.5481444882109977e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.616999999997326,3.078106933719704,0.2773412801269608,-0.0064092069089374286,-9.876724264397417e-08,-1.6035423652244396,-91.87620979778602,1.5047112795648309e-07,1.6035423652244396,91.87620979778602,-1.5047112795648309e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.617999999997327,3.078100524513663,0.27734128002864783,-0.00640920512679346,-9.781392829474257e-08,-1.603542365075042,-91.87620978922617,1.4874587862081978e-07,1.603542365075042,91.87620978922617,-1.4874587862081978e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.618999999997328,3.078094115309543,0.277341279931417,-0.006409203066934345,-9.660821712457476e-08,-1.6035423649261338,-91.87620978069435,1.4946436188346424e-07,1.6035423649261338,91.87620978069435,-1.4946436188346424e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.61999999999733,3.0780877061076204,0.27734127983550516,-0.0064092007325364875,-9.518088699025782e-08,-1.6035423647753526,-91.87620977205523,1.5246566946546634e-07,1.6035423647753526,91.87620977205523,-1.5246566946546634e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.62099999999733,3.078081296908168,0.27734127974111955,-0.006409198128154394,-9.356036509327205e-08,-1.6035423646204914,-91.87620976318233,1.5760082855234486e-07,1.6035423646204914,91.87620976318233,-1.5760082855234486e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.621999999997332,3.0780748877114523,0.27734127964844,-0.006409195259538563,-9.177285844213092e-08,-1.6035423644594862,-91.87620975395741,1.6473149036493247e-07,1.6035423644594862,91.87620975395741,-1.6473149036493247e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.622999999997333,3.078068478517735,0.2773412795576214,-0.0064091921334692905,-8.984247939200155e-08,-1.6035423642904065,-91.87620974426987,1.7372879346896064e-07,1.6035423642904065,91.87620974426987,-1.7372879346896064e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.623999999997334,3.078062069327269,0.2773412794687953,-0.006409188757617473,-8.779136887839569e-08,-1.6035423641114468,-91.87620973401623,1.8447233019572538e-07,1.6035423641114468,91.87620973401623,-1.8447233019572538e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.624999999997335,3.0780556601403,0.2773412793820721,-0.0064091851404103565,-8.56398135098137e-08,-1.6035423639209176,-91.8762097230997,1.9684928142832342e-07,1.6035423639209176,91.8762097230997,-1.9684928142832342e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.625999999997337,3.0780492509570654,0.2773412792975429,-0.006409181290917565,-8.340636169038695e-08,-1.6035423637172392,-91.8762097114298,2.1075362906313218e-07,1.6035423637172392,91.8762097114298,-2.1075362906313218e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.626999999997338,3.0780428417777923,0.27734127921528096,-0.006409177218747967,-8.110793172451493e-08,-1.6035423634989348,-91.87620969892187,2.2608547689769116e-07,1.6035423634989348,91.87620969892187,-2.2608547689769116e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.62799999999734,3.0780364326026985,0.2773412791353435,-0.0064091729339563865,-7.875991695360753e-08,-1.6035423632646242,-91.87620968549686,2.427504552457085e-07,1.6035423632646242,91.87620968549686,-2.427504552457085e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
16.62899999999734,3.0780300234319915,0.27734127905777295,-0.006409168446963602,-7.637628528363804e-08,-1.6035423630130194,-91.87620967108097,2.6065918697171256e-07,1.6035423630130194,91.87620967108097,-2.6065918697171256e-07,1.3962634015954636,80.0,6.494102723137051,-6.494102723137051,1,2.3183949914091862e-07,2.3183949914091862e-07,-1.3587018316190047,1.3587020634585039,0,0.4071461725429576,1.081419962826128,-17.44741249965637,-5.432494069402341,10.460729594868328,27.669526383828885,-2.7652381907046517
