time,x,z,x_dot,z_dot,raw_pitch_rad,raw_pitch_deg,raw_pitch_dot,pitch_rad,pitch_deg,pitch_dot,pitch_ref_rad,pitch_ref_deg,tau_cmd,ctrl_cmd,solve_success
13.102999999998177,-3.002123161104107,0.2881715662936502,-0.5086288406887445,-9.6831624134402e-05,-1.1617290472401123,-66.56217134461266,0.005177148254298268,1.1617290472401123,66.56217134461266,-0.005177148254298268,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.103999999998177,-3.0026317604235606,0.2881714696645003,-0.5085697980996665,-9.642851932491671e-05,-1.1617238811925323,-66.56187535188958,0.005155052323063656,1.1617238811925323,66.56187535188958,-0.005155052323063656,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.104999999998176,-3.003140300700088,0.28817137343291765,-0.5085107548541157,-9.603649582782144e-05,-1.1617187369248394,-66.56158060706208,0.005133588266385765,1.1617187369248394,66.56158060706208,-0.005133588266385765,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.105999999998176,-3.0036487819330833,0.2881712775878033,-0.5084517110506793,-9.565558808621081e-05,-1.1617136138058106,-66.5612870739638,0.005112754772133566,1.1617136138058106,66.5612870739638,-0.005112754772133566,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.106999999998175,-3.0041572041220324,0.2881711821180262,-0.5083926667756841,-9.528582593406625e-05,-1.161708511205559,-66.56099471650484,0.005092550482982582,1.161708511205559,66.56099471650484,-0.005092550482982582,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.107999999998174,-3.004665567266503,0.28817108701242766,-0.5083336221046804,-9.49272350078165e-05,-1.1617034284955725,-66.56070349867412,0.0050729740076483594,1.1617034284955725,66.56070349867412,-0.0050729740076483594,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.108999999998174,-3.0051738713661322,0.2881709922598252,-0.5082745771037411,-9.457983712391865e-05,-1.1616983650487436,-66.56041338454104,0.005054023930694833,1.1616983650487436,66.56041338454104,-0.005054023930694833,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.109999999998173,-3.00568211642062,0.2881708978490163,-0.508215531830598,-9.42436506260748e-05,-1.1616933202393882,-66.56012433825651,0.00503569882109611,1.1616933202393882,66.56012433825651,-0.00503569882109611,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.110999999998173,-3.0061903024297196,0.28817080376878174,-0.5081564863356347,-9.391869070243156e-05,-1.1616882934432584,-66.5598363240538,0.0050179972397076085,1.1616882934432584,66.5598363240538,-0.0050179972397076085,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
13.111999999998172,-3.006698429393232,0.2881707100078886,-0.5080974406627564,-9.360496967884183e-05,-1.1616832840375464,-66.55954930624864,0.005000917745783914,1.1616832840375464,66.55954930624864,-0.005000917745783914,1.3962634015954636,80.0,-0.007360327065363326,0.007360327065363326,1
