time,x,z,x_dot,z_dot,pitch_deg,pitch_dot,goal_x,dist_to_goal,tau_cmd,ctrl_cmd,solve_success,gp_v,gp_omega,gp_std,gp_v_std,gp_w_std,r_v,r_omega,gp_active_points,rls_err_v,rls_err_omega,a_g,a_tau,a_omega,a_v,a_0,b_tau,b_v,b_sin,b_0
0.0,0.0,0.1512,0.0,0.0,-0.0,-0.0,8.0,8.0,-7.999999986623136,7.999999986623136,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,27.669526383828885,-2.7652381907046517,0.0,0.0,0.0,2.306805074971165,-9.0,0.0,0.0
0.05000000000000004,0.01045841884252273,0.152583478236456,0.4147339419417186,0.05631157018060455,0.517924957717768,0.3118938327668738,8.0,7.989541581157478,-8.0,8.0,1,0.0,0.0,1.0,1.0,1.0,26.749119407745873,-43.55355521713841,0,0.13640720989405075,-0.21875320581202473,27.01293847243713,2.487465091646295,0.0,0.0,-0.6565879113917543,-0.9686056623804586,-9.0,0.0,0.4094263428535581
0.10000000000000007,0.04144109479030759,0.15675244149203493,0.8242129249630694,0.10994172195070269,1.7938320554559128,0.5835139935379227,8.0,7.958558905209692,-7.999999850690793,7.999999850690793,1,0.0,0.0,1.0,1.0,1.0,3.763913496005256,-1.0231229728158473,0,1.4982701988831248,-0.3648631028156082,27.007479350374016,2.531496204776835,-0.34173730658938545,-0.45441764273773927,-0.6620917987101714,-1.152159565875721,-7.133983933407621,0.04067092888970654,0.43237057330550044
0.1500000000000001,0.09284068889006884,0.1636040788956455,1.2313712480921095,0.16498329603099668,3.890316650601912,0.8872841442182368,8.0,7.907159311109931,6.331155843664717,-6.331155843664717,1,0.0,0.0,1.0,1.0,1.0,4.372168170052889,0.5691655112832477,0,1.8138983657137864,0.21032434821403356,27.00746432892399,2.529328205161195,-0.15353422469183667,-0.1736382106571604,-0.6618207870526053,-1.1954735341638387,-4.462046782301208,0.1716028777888305,0.43778491928964863
0.20000000000000015,0.1507442683792976,0.16050150466558594,1.1301435441247116,-0.3072493930968398,1.6941170290933623,-2.1026287228034786,8.0,7.849255731620702,-7.999998036463974,7.999998036463974,1,0.0,0.0,1.0,1.0,1.0,10.589183683864707,-101.74519865525795,0,0.7429197763372732,-4.218655987491253,5.090840377466499,-3.684456031559657,-5.792467940567744,-7.78802639743864,-22.602329130669254,-0.5930916087290564,-2.7567356706943924,0.2797058522948963,4.363069480248659
0.25000000000000017,0.22577003214185043,0.15344842930518748,1.9775527025226396,0.24549160841396855,1.3775495972596121,0.9584517747992781,8.0,7.774229967858149,11.999998586564182,-11.999998586564182,1,0.0,0.0,1.0,1.0,1.0,10.947619888261805,45.88186117588414,0,5.578212542322534,2.434969995508723,6.25252179963352,-3.614839741081369,-21.01897468452089,0.7600307261613777,-21.435903416264335,-0.9627124761472392,1.9414416173994038,0.23990258193555353,1.4670726097514244
0.3000000000000002,0.31542741975192545,0.15907472865558084,1.5427795754727223,0.28820950109456117,-3.565403474992481,-1.8875460580236938,8.0,7.684572580248075,11.99997678782044,-11.99997678782044,1,0.0,0.0,1.0,1.0,1.0,-2.4550572833719695,20.28597658207216,0,-0.7642409862989954,6.317259150184427,6.926202760673653,-3.1318315048183902,-20.790476142260545,4.12912419673958,-20.818335126060994,-1.0230226839479495,1.5320620650239722,0.4050300559093522,1.3055786207987836
0.35000000000000026,0.37561933811472387,0.18296995861875007,0.8830426654934763,0.5990871586985534,-10.126639237388279,-3.2096505933606845,8.0,7.624380661885276,-7.999960033716255,7.999960033716255,1,0.0,0.0,1.0,1.0,1.0,-4.562514462833013,-20.56795680572096,0,-2.6822945416458754,-4.943019254881513,3.782400711524225,-3.810938993177423,-16.92010628912441,8.097996077595383,-23.97387459898942,-1.135826492737433,1.8540001280075862,1.2285159544511226,0.33353315776366843
0.4000000000000003,0.4239812856519718,0.2017264868801783,0.9995574960212971,0.12791807911186553,-13.5601539793348,0.42384328614154776,8.0,7.576018714348028,-7.99993366608947,7.99993366608947,1,0.0,0.0,1.0,1.0,1.0,-8.510961174082414,0.974410594255005,0,-5.899963349562855,0.4575398934398436,3.7675200474224457,-3.8188905788050116,-17.05082266116468,8.146286390724079,-23.96816370705972,-0.9738845856126399,0.4289096171193929,4.772797958985891,0.8996512555561109
0.45000000000000034,0.440388758006194,0.21513062009631737,-0.40343955746044935,0.43845245410318506,-9.644838370339576,2.2907811260542617,8.0,7.559611241993806,-7.999921772111189,7.999921772111189,1,0.0,0.0,1.0,1.0,1.0,-36.060264852524384,26.177746513048124,0,-25.538503840156864,17.862120984128182,0.9781735435472538,-4.43244128152817,-15.226903919192711,14.831162870338746,-25.304285709015105,-0.39870630757364633,-5.63865494588766,19.331085514520762,4.457583029943076
